,Movie,Year,Score,Adjusted Score,Director,Cast,Consensus,sentiments,Box Office Collection,Imdb_genre,IMDB Rating,metascore,time_minute,Votes
98,Airplane!,1980,97,103.122,Jim Abrahams,"Robert Hays, Julie Hagerty, Peter Graves, Robert Stack",This spoof comedy takes shots at the slew of disaster movies that were released in the 70s. When the passengers...,positive,83453539.0,Comedy,7.7,78.0,88.0,233303.0
99,City Lights,1931,97,103.394,Charles Chaplin,"Charlie Chaplin, Virginia Cherrill, Harry Myers, Hank Mann",A hapless but resilient tramp (Charlie Chaplin) falls in love with a blind flower girl (Virginia Cherrill) on the tough...,positive,60758.0,Comedy,8.5,99.0,87.0,181567.0
100,The Three Musketeers,1921,92,94.031,Fred Niblo,"Douglas Fairbanks, Leon Barry, George Siegmann, Eugene Pallette","Leaving his country village, D'Artagnan (Douglas Fairbanks) heads to Paris in hopes of becoming a musketeer. Soon after, he meets...",negative,139877913.0,Comedy,6.3,43.0,105.0,54557.0
101,King Kong,1933,99,108.482,Merian C. Cooper,"Fay Wray, Bruce Cabot, Robert Armstrong, Frank Reicher",Actress Ann Darrow (Fay Wray) and director Carl Denham (Robert Armstrong) travel to the Indian Ocean to do location shoots...,negative,550517357.0,Drama,7.2,81.0,187.0,416401.0
102,The Wizard of Oz,1939,98,114.626,Victor Fleming,"Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr","When a tornado rips through Kansas, Dorothy (Judy Garland) and her dog, Toto, are whisked away in their house to...",positive,34949482.0,Adventure,8.1,92.0,102.0,389992.0
103,The African Queen,1951,96,101.654,John Huston,"Humphrey Bogart, Katharine Hepburn, Robert Morley, Peter Bull","After religious spinster's (Katharine Hepburn) missionary brother is killed in WWI Africa, dissolute steamer captain (Humphrey Bogart) offers her safe...",negative,10751747.0,Adventure,7.7,91.0,105.0,77860.0
104,"20,000 Leagues Under the Sea",1954,90,91.297,Richard Fleischer,"Kirk Douglas, James Mason, Paul Lukas, Peter Lorre","In 1866, Professor Pierre M. Aronnax (Paul Lukas) and his assistant Conseil (Peter Lorre), stranded in San Francisco by reports...",negative,28200000.0,Drama,7.2,83.0,127.0,33404.0
105,Journey to the Center of the Earth,1959,83,83.26,Henry Levin,"Pat Boone, James Mason, Arlene Dahl, Diane Baker",A geologist (James Mason) and his assistant (Pat Boone) set off on an expedition to the center of the earth....,negative,243180937.0,Sci-Fi,5.8,57.0,93.0,121404.0
106,Lawrence of Arabia,1962,94,105.563,David Lean,"Peter O'Toole, Alec Guinness, Anthony Quinn, Omar Sharif","Due to his knowledge of the native Bedouin tribes, British Lieutenant T.E. Lawrence (Peter O'Toole) is sent to Arabia to...",positive,69995047.0,Drama,8.3,100.0,218.0,288004.0
107,The Great Escape,1963,94,98.848,John Sturges,"Steve McQueen, James Garner, Richard Attenborough, Charles Bronson","Imprisoned during World War II in a German POW camp, a group of Allied soldiers are intent on breaking out,...",positive,11972798.0,Drama,8.2,86.0,172.0,240720.0
108,Indiana Jones and the Temple of Doom,1984,84,88.961,Steven Spielberg,"Harrison Ford, Kate Capshaw, Ke Huy Quan, Amrish Puri",The second of the Lucas/Spielberg Indiana Jones epics is set a year or so before the events in Raiders of...,negative,333080271.0,Adventure,7.5,57.0,118.0,478035.0
109,Romancing the Stone,1984,85,88.751,Robert Zemeckis,"Michael Douglas, Kathleen Turner, Danny DeVito, Zack Norman","A dowdy romantic-adventure writer is hurled into a real-life adventure in the Colombian jungle in order to save her sister,...",positive,115078260.0,Comedy,6.9,63.0,106.0,92230.0
110,The Goonies,1985,76,79.633,Richard Donner,"Sean Astin, Josh Brolin, Jeff Cohen, Corey Feldman",When two brothers find out they might lose their house they are desperate to find a way to keep their...,positive,64140041.0,Comedy,7.7,62.0,114.0,265157.0
111,Return to Oz,1985,54,56.179,Walter Murch,"Fairuza Balk, Nicol Williamson, Jean Marsh, Piper Laurie","Dorothy discovers she is back in the land of Oz, and finds the yellow brick road is now a pile...",negative,10618813.0,Horror,6.7,42.0,113.0,27036.0
112,Flight of the Navigator,1986,84,85.38,Randal Kleiser,"Joey Cramer, Veronica Cartwright, Cliff De Young, Sarah Jessica Parker","This 1978 Disney adventure tells the story of 12-year-old David (Joey Cramer) who lives with his family in Fort Lauderdale,...",positive,18564613.0,Comedy,6.9,64.0,90.0,47737.0
113,Labyrinth,1986,75,78.415,Jim Henson,"David Bowie, Jennifer Connelly, Toby Froud, Shelley Thompson",Teenage Sarah (Jennifer Connelly) journeys through a maze to recover her baby brother (Toby Froud) from a goblin king (David...,positive,13047837.0,Adventure,7.3,50.0,101.0,134208.0
114,Indiana Jones and the Last Crusade,1989,88,93.997,Steven Spielberg,"Harrison Ford, Sean Connery, Denholm Elliott, Alison Doody",An art collector appeals to Jones to embark on a search for the Holy Grail. He learns that another archaeologist...,positive,474171806.0,Adventure,8.2,65.0,127.0,738233.0
115,"Honey, I Shrunk the Kids",1989,77,79.235,Joe Johnston,"Rick Moranis, Matt Frewer, Marcia Strassman, Kristine Sutherland","When kids sneak into inventor Wayne Szalinski's (Rick Moranis) upstairs lab to retrieve an errant baseball, his experimental shrink ray...",negative,222700000.0,Sci-Fi,6.4,63.0,93.0,152554.0
116,Hook,1991,29,33.563,Steven Spielberg,"Dustin Hoffman, Robin Williams, Julia Roberts, Bob Hoskins","When his young children are abducted by his old nemesis, Capt. Hook (Dustin Hoffman), middle-aged lawyer Peter Banning (Robin Williams)...",positive,300854823.0,Comedy,6.8,52.0,142.0,250202.0
117,White Fang,1991,65,65.712,Randal Kleiser,"Klaus Maria Brandauer, Ethan Hawke, Seymour Cassel, Susan Hogan","This adaptation of Jack London's wilderness tale focuses on young Jack Conroy (Ethan Hawke), who has arrived in Alaska to...",positive,34729091.0,Adventure,6.7,62.0,107.0,20838.0
118,Robin Hood: Prince of Thieves,1991,51,53.708,Kevin Reynolds,"Kevin Costner, Morgan Freeman, Mary Elizabeth Mastrantonio, Christian Slater",Nobleman crusader Robin of Locksley (Kevin Costner) breaks out of a Jerusalem prison with the help of Moorish fellow prisoner...,positive,390500000.0,Drama,6.9,51.0,143.0,191022.0
119,The Last of the Mohicans,1992,93,96.192,Michael Mann,"Daniel Day-Lewis, Madeleine Stowe, Russell Means, Eric Schweig","The last members of a dying Native American tribe, the Mohicans -- Uncas (Eric Schweig), his father Chingachgook (Russell Means),...",negative,75505856.0,Drama,7.7,76.0,112.0,165915.0
120,Jumanji,1995,52,54.554,Joe Johnston,"Robin Williams, Bonnie Hunt, Kirsten Dunst, Bradley Pierce",A magical board game unleashes a world of adventure on siblings Peter (Bradley Pierce) and Judy Shepherd (Kirsten Dunst). While...,positive,262758310.0,Comedy,7.0,39.0,104.0,336751.0
121,The Mask of Zorro,1998,83,85.556,Martin Campbell,"Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones, Stuart Wilson","After being imprisoned for 20 years, Zorro -- Don Diego de la Vega (Anthony Hopkins) -- receives word that his...",negative,233700000.0,Comedy,6.8,63.0,136.0,181547.0
122,The Mummy,1999,61,65.067,Stephen Sommers,"Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo","The Mummy is a rousing, suspenseful and horrifying epic about an expedition of treasure-seeking explorers in the Sahara Desert in...",positive,416385488.0,Horror,5.4,34.0,110.0,184024.0
123,Lara Croft: Tomb Raider,2001,20,26.426,Simon West,"Angelina Jolie, Jon Voight, Iain Glen, Noah Taylor",This live action feature is inspired by the most successful interactive video-game character in history -- Lara Croft. Beautiful and...,positive,273330185.0,Thriller,5.7,33.0,100.0,207645.0
124,The Count of Monte Cristo,2002,73,77.645,Kevin Reynolds,"Jim Caviezel, Guy Pearce, Dagmara Dominczyk, Richard Harris","The classic story of an innocent man wrongly, but deliberately imprisoned and his brilliant strategy for revenge against those who...",positive,75389090.0,Drama,7.7,61.0,131.0,136525.0
125,Big Fish,2003,75,83.248,Tim Burton,"Ewan McGregor, Albert Finney, Billy Crudup, Jessica Lange","When Edward Bloom (Albert Finney) becomes ill, his son, William (Billy Crudup), travels to be with him. William has a...",positive,123954323.0,Drama,8.0,58.0,125.0,435841.0
126,National Treasure,2004,46,52.238,Jon Turteltaub,"Nicolas Cage, Diane Kruger, Justin Bartha, Sean Bean",Historian and code-breaker Ben Gates (Nicolas Cage) has been searching his whole life for a rumored treasure dating back to...,positive,331323410.0,Thriller,6.9,39.0,131.0,325885.0
127,Stardust,2007,77,84.798,Matthew Vaughn,"Claire Danes, Charlie Cox, Robert De Niro, Michelle Pfeiffer","To win the heart of his beloved (Sienna Miller), a young man named Tristan (Charlie Cox) ventures into the realm...",positive,137022245.0,Adventure,7.6,66.0,127.0,269324.0
128,Nim's Island,2008,52,56.039,Jennifer Flackett,"Abigail Breslin, Jodie Foster, Gerard Butler, Michael Carman","Life is an adventure for a courageous youngster named Nim (Abigail Breslin), who lives on an exotic island with her...",positive,101857425.0,Comedy,6.0,55.0,96.0,35157.0
129,City of Ember,2008,54,58.123,Gil Kenan,"Saoirse Ronan, Harry Treadaway, Bill Murray, Tim Robbins",For generations a massive generator has sustained the needs of the underground city of Ember. But the generator was built...,positive,17831558.0,Adventure,6.4,58.0,90.0,65440.0
130,Alice in Wonderland,2010,51,61.442,Tim Burton,"Johnny Depp, Mia Wasikowska, Helena Bonham Carter, Anne Hathaway","A young girl when she first visited magical Underland, Alice Kingsleigh (Mia Wasikowska) is now a teenager with no memory...",negative,1025491110.0,Comedy,7.4,68.0,75.0,139014.0
131,Life of Pi,2012,86,97.374,Ang Lee,"Suraj Sharma, Irrfan Khan, Tabu, Rafe Spall","After deciding to sell their zoo in India and move to Canada, Santosh and Gita Patel board a freighter with...",negative,619310368.0,Drama,7.9,79.0,127.0,617024.0
132,The Jungle Book,2016,94,115.396,Jon Favreau,"Neel Sethi, Bill Murray, Ben Kingsley, Idris Elba","Raised by a family of wolves since birth, Mowgli (Neel Sethi) must leave the only home he's ever known when...",positive,953554418.0,Comedy,7.6,65.0,78.0,178718.0
133,Kong: Skull Island,2017,75,105.477,Jordan Vogt-Roberts,"Tom Hiddleston, Samuel L. Jackson, Brie Larson, John C. Reilly","Scientists, soldiers and adventurers unite to explore a mythical, uncharted island in the Pacific Ocean. Cut off from everything they...",positive,561072059.0,Sci-Fi,6.6,62.0,118.0,310648.0
134,Jumanji: Welcome to the Jungle,2017,76,94.191,Jake Kasdan,"Dwayne Johnson, Kevin Hart, Jack Black, Karen Gillan","Four high school kids discover an old video game console and are drawn into the game's jungle setting, literally becoming...",positive,961613199.0,Adventure,6.9,58.0,119.0,365320.0
135,The Lost City of Z,2016,86,103.994,James Gray,"Charlie Hunnam, Robert Pattinson, Sienna Miller, Tom Holland","At the dawn of the 20th century, British explorer Percy Fawcett journeys into the Amazon, where he discovers evidence of...",positive,17121823.0,Drama,6.6,78.0,141.0,89168.0
136,A Wrinkle in Time,2018,42,63.357,Ava DuVernay,"Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling","Meg Murry and her little brother, Charles Wallace, have been without their scientist father, Mr. Murry, for five years, ever...",negative,133214549.0,Sci-Fi,4.2,53.0,109.0,44507.0
137,Dora and the Lost City of Gold,2019,85,93.322,James Bobin,"Isabela Moner, Eugenio Derbez, Michael Peña, Eva Longoria","Having spent most of her life exploring the jungle, nothing could prepare Dora for her most dangerous adventure yet --...",positive,120597108.0,Comedy,6.1,63.0,102.0,30166.0
138,The Kid Who Would Be King,2019,90,100.703,Joe Cornish,"Louis Ashbourne Serkis, Rebecca Ferguson, Patrick Stewart, Dean Chaumoo",Old-school magic meets the modern world when young Alex stumbles upon the mythical sword Excalibur. He soon unites his friends...,positive,28296983.0,Adventure,6.1,66.0,120.0,16597.0
139,High School Musical 3: Senior Year,2008,63,68.17,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel","Amid preparations for a basketball championship, prom, and graduation, sweethearts Troy Bolton (Zac Efron) and Gabriella Montez (Vanessa Hudgens) vow...",negative,274392880.0,Comedy,4.8,57.0,112.0,61998.0
140,10 Things I Hate About You,1999,70,71.963,Gil Junger,"Heath Ledger, Julia Stiles, Joseph Gordon-Levitt, Larisa Oleynik","Kat Stratford (Julia Stiles) is beautiful, smart and quite abrasive to most of her fellow teens, meaning that she doesn't...",positive,60413950.0,Comedy,7.3,70.0,97.0,329727.0
141,Freedom Writers,2007,70,74.267,Richard LaGravenese,"Hilary Swank, Patrick Dempsey, Scott Glenn, Imelda Staunton",A dedicated teacher (Hilary Swank) in a racially divided Los Angeles school has a class of at-risk teenagers deemed incapable...,negative,43632609.0,Drama,7.6,64.0,123.0,77698.0
142,The DUFF,2015,73,76.545,Ari Sandel,"Mae Whitman, Robbie Amell, Bella Thorne, Bianca Santos",Frumpy high-school senior Bianca (Mae Whitman) has a rude awakening when she learns that her classmates secretly know her as...,negative,43528634.0,Comedy,6.4,56.0,101.0,92825.0
143,Elephant,2003,73,78.768,Gus Van Sant,"Alex Frost, Eric Deulen, John Robinson, Elias McConnell","A variety of adolescents at a suburban high school drift through a seemingly uneventful day, until two students arrive with...",negative,10051516.0,Drama,7.1,70.0,81.0,90579.0
144,Pretty in Pink,1986,73,78.082,Howard Deutch,"Molly Ringwald, Jon Cryer, Andrew McCarthy, Annie Potts","Andie (Molly Ringwald) is an outcast at her Chicago high school, hanging out either with her older boss (Annie Potts),...",negative,40476156.0,Comedy,6.7,56.0,97.0,80277.0
145,Grease,1978,76,82.642,Randal Kleiser,"John Travolta, Olivia Newton-John, Stockard Channing, Jeff Conaway","Experience the friendships, romances and adventures of a group of high school kids in the 1950s. Welcome to the singing...",positive,387472317.0,Comedy,7.2,70.0,110.0,263795.0
146,Some Kind of Wonderful,1987,75,76.15,Howard Deutch,"Eric Stoltz, Mary Stuart Masterson, Lea Thompson, Craig Sheffer","Keith Nelson (Eric Stoltz), an artsy high school outcast, tries to land a date with popular girl Amanda Jones (Lea...",negative,18553948.0,Drama,7.0,55.0,95.0,31003.0
147,The Virgin Suicides,1999,78,81.167,Sofia Coppola,"James Woods, Kathleen Turner, Kirsten Dunst, Josh Hartnett","In an ordinary suburban house, on a lovely tree-lined street, in the middle of 1970s America, lived the five beautiful,...",positive,10619770.0,Drama,7.2,76.0,97.0,152819.0
148,Scream,1996,79,83.741,Wes Craven,"Neve Campbell, David Arquette, Courteney Cox, Matthew Lillard",The sleepy little town of Woodsboro just woke up screaming. There's a killer in their midst who's seen a few...,negative,173046663.0,Horror,6.4,60.0,114.0,88482.0
149,Brick,2005,80,84.899,Rian Johnson,"Joseph Gordon-Levitt, Lukas Haas, Nora Zehetner, Noah Fleiss","After receiving a frantic phone call from his ex-girlfriend, teenage loner Brendan Frye (Joseph Gordon-Levitt) learns that her dead body...",negative,4243996.0,Drama,7.2,72.0,110.0,105372.0
150,Me and Earl and the Dying Girl,2015,81,89.757,Alfonso Gomez-Rejon,"Thomas Mann, Olivia Cooke, Ronald Cyler II, Nick Offerman",An awkward high-school senior (Thomas Mann) and a gravely ill classmate (Olivia Cooke) surprise themselves by becoming inseparable friends....,positive,9266180.0,Comedy,7.7,74.0,105.0,130135.0
151,Love & Basketball,2000,86,88.761,Gina Prince,"Sanaa Lathan, Omar Epps, Alfre Woodard, Dennis Haysbert","Monica (Sanaa Lathan) and Quincy (Omar Epps) are two childhood friends who both aspire to be professional basketball players. Quincy,...",positive,27709625.0,Drama,7.2,70.0,124.0,21179.0
152,Fame,1980,81,83.239,Alan Parker,"Irene Cara, Eddie Barth, Lee Curreri, Laura Dean",Young men and women audition for coveted spots at the New York High School of Performing Arts. Those who make...,positive,80227619.0,Comedy,5.0,39.0,107.0,16458.0
153,My Bodyguard,1980,81,83.239,Tony Bill,"Chris Makepeace, Adam Baldwin, Martin Mull, Matt Dillon","Clifford Peache (Chris Makepeace) is a sensitive, well-to-do teen who becomes the target of bully Melvin Moody (Matt Dillon) after...",positive,22482952.0,Comedy,7.1,67.0,102.0,9427.0
154,Sixteen Candles,1984,81,83.715,John Hughes,"Molly Ringwald, Anthony Michael Hall, Michael Schoeffling, Paul Dooley","With the occasion all but overshadowed by her sister's upcoming wedding, angst-ridden Samantha (Molly Ringwald) faces her 16th birthday with...",negative,23686027.0,Comedy,7.0,61.0,93.0,114206.0
155,Dead Poets Society,1989,83,87.54,Peter Weir,"Robin Williams, Robert Sean Leonard, Ethan Hawke, Josh Charles","A new English teacher, John Keating (Robin Williams), is introduced to an all-boys preparatory school that is known for its...",positive,239500000.0,Comedy,8.1,79.0,128.0,472085.0
156,Easy A,2010,85,91.579,Will Gluck,"Emma Stone, Penn Badgley, Amanda Bynes, Dan Byrd","Prompted by her popular best friend to spill details of her boring weekend, Olive (Emma Stone), a clean-cut teen, decides...",negative,76200721.0,Comedy,7.0,72.0,92.0,383994.0
